"","description","cluster","Matching.Attribute","ID","shared.name","Family","Class","ABI3VP1_DD","MYBrelated_DD","MYB_DD","CPP_DD","C2C2dof_DD","ZFHD_DD","ARID_DD","Trihelix_DD","NAC_DD","WRKY_DD","C2C2YABBY_DD","ND_DD","Homeobox_DD","BZR_DD","TCP_DD","AP2EREBP_DD","Orphan_DD","bHLH_DD","HB_DD","C2C2gata_DD","HMG_DD","GRF_DD","C2H2_DD"
"1594","NOVEL00036;Protein of unknown function DUF250","UU","AT1G09860","AT1G09860","AT1G09860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1595","Lipase, GDSL","DD","AT5G18430","AT5G18430","AT5G18430",NA,"pos",0,0,4,0,1,1,4,1,1,0,0,6,0,0,3,1,2,1,0,0,1,1,1
"1596","Bromodomain transcription factor","DD","AT1G31240","AT1G31240","AT1G31240",NA,"pos",1,1,4,2,1,1,3,1,2,0,0,5,2,0,0,1,0,1,1,1,1,1,1
"1597","Protein of unknown function DUF828","DD","AT4G32780","AT4G32780","AT4G32780",NA,"pos",2,1,3,0,1,2,3,1,0,1,1,3,1,0,2,2,1,2,1,0,0,1,0
"1598","Ribonuclease II/R","UU","AT1G77680","AT1G77680","AT1G77680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1599","F-box domain, Skp2-like","UU","AT1G56240","AT1G56240","AT1G56240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1600","SSF52058","DD","AT4G28560","AT4G28560","AT4G28560",NA,"pos",1,2,3,1,1,0,2,0,3,0,0,5,0,1,2,1,1,2,1,0,1,0,1
"1601","PTHR23318","UU","AT5G49390","AT5G49390","AT5G49390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1602","SSF57667","DD","AT1G68360","AT1G68360","AT1G68360",NA,"pos",2,1,4,0,1,1,3,0,2,1,0,4,1,0,3,0,1,2,0,1,1,0,1
"1603","Pyridoxal phosphate phosphatase-related","UU","AT1G73010","AT1G73010","AT1G73010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1604","NO_DESCRIPTION","DD","AT1G44608","AT1G44608","AT1G44608",NA,"pos",1,1,5,1,1,0,3,1,0,0,0,7,1,0,1,0,2,0,0,1,0,1,1
"1605","HSP20-like chaperone","DD","AT5G02480","AT5G02480","AT5G02480",NA,"pos",1,1,3,0,0,3,2,0,0,0,1,6,1,0,5,1,0,0,1,1,1,1,1
"1606","Glutaredoxin-like, plant II","DD","AT1G03850","AT1G03850","AT1G03850",NA,"pos",1,1,2,1,0,0,3,1,1,1,1,2,0,1,1,1,3,2,0,1,1,1,0
"1607","Actin-binding FH2","UU","AT1G70140","AT1G70140","AT1G70140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1608","NO_DESCRIPTION","DD","AT1G24405","AT1G24405","AT1G24405",NA,"pos",1,1,4,1,0,1,4,0,0,1,0,6,1,0,0,0,3,1,1,1,0,1,0
"1609","Late embryogenesis abundant protein, group 2","DD","AT1G54540","AT1G54540","AT1G54540",NA,"pos",1,1,4,1,1,1,5,0,0,1,1,4,0,1,2,0,0,2,0,1,1,0,1
"1610","SSF57889;SSF57889;SSF57889;SSF57889;SSF57889","DD","AT3G27500","AT3G27500","AT3G27500",NA,"pos",2,0,3,1,1,1,3,0,1,1,1,6,1,1,3,1,0,1,0,0,0,0,0
"1611","Pectin lyase fold/virulence factor","UU","AT1G02460","AT1G02460","AT1G02460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1612","Protein kinase-like domain;SSF48452","UU","AT5G01060","AT5G01060","AT5G01060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1613","PF11926;PF11926","DD","AT5G18730","AT5G18730","AT5G18730",NA,"pos",0,1,3,2,0,1,2,1,1,1,0,2,1,1,3,0,0,2,1,1,0,1,1
"1614","NO_DESCRIPTION","UU","ATMG00680","ATMG00680","ATMG00680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1615","NO_DESCRIPTION","DD","AT2G40530","AT2G40530","AT2G40530",NA,"pos",1,1,2,2,0,2,4,1,1,0,1,5,2,0,2,0,3,1,1,1,0,1,1
"1616","SSF52540","UU","AT3G50940","AT3G50940","AT3G50940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1617","Ankyrin repeat-containing domain;Ankyrin repeat-containing domain;NOVEL00221","DD","AT4G14400","AT4G14400","AT4G14400",NA,"pos",2,1,4,1,1,0,3,1,0,1,1,1,0,1,1,1,2,1,0,1,1,0,1
"1618","Homeodomain-like;Homeodomain-like","UU","AT1G68320","AT1G68320","AT1G68320","MYB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1619","NO_DESCRIPTION","DD","AT1G68350","AT1G68350","AT1G68350",NA,"pos",1,1,4,1,0,0,1,1,0,1,1,4,0,0,1,0,2,2,0,1,0,1,1
"1620","Protein of unknown function DUF6, transmembrane;Protein of unknown function DUF6, transmembrane","DD","AT2G40900","AT2G40900","AT2G40900",NA,"pos",4,2,3,2,1,3,3,0,4,1,1,4,1,1,4,1,0,0,1,0,1,0,0
"1621","SSF52058;Protein kinase-like domain","UU","AT3G20190","AT3G20190","AT3G20190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1622","Protein BYPASS related","DD","AT1G63930","AT1G63930","AT1G63930",NA,"pos",1,0,2,0,0,0,1,0,2,1,0,5,1,0,4,1,0,2,0,1,1,0,0
"1623","SSF55961","DD","AT2G40330","AT2G40330","AT2G40330",NA,"pos",2,1,3,2,1,1,5,0,1,1,0,5,0,1,3,2,2,1,0,0,1,1,0
"1624","SSF57850","DD","AT2G35000","AT2G35000","AT2G35000",NA,"pos",1,1,4,2,1,1,4,1,2,1,1,6,2,1,2,1,1,1,1,1,1,1,0
"1625","SSF53756","DD","AT2G22590","AT2G22590","AT2G22590",NA,"pos",0,1,4,2,1,0,1,1,3,1,0,1,0,1,3,2,2,0,0,1,1,0,0
"1626","NO_DESCRIPTION","DD","AT3G13404","AT3G13404","AT3G13404",NA,"pos",1,0,2,0,1,2,3,0,0,1,1,7,1,1,1,0,1,0,0,0,0,1,0
"1627","NO_DESCRIPTION","DD","AT3G13403","AT3G13403","AT3G13403",NA,"pos",1,0,3,0,1,2,3,0,0,1,1,7,1,1,3,1,1,0,0,0,0,1,0
"1628","NO_DESCRIPTION","DD","AT2G40435","AT2G40435","AT2G40435",NA,"pos",2,1,3,0,0,2,3,0,3,0,1,4,1,0,1,1,2,1,0,1,0,0,1
"1629","Mitochondrial inner membrane translocase complex, subunit Tim17/22","UU","AT4G26670","AT4G26670","AT4G26670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1630","Toll-Interleukin receptor;SSF52540;SSF46785;SSF52058","UU","AT5G45230","AT5G45230","AT5G45230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1631","Zinc finger, RING/FYVE/PHD-type;Protein of unknown function DUF3675","DD","AT1G02610","AT1G02610","AT1G02610",NA,"pos",1,1,3,2,1,3,2,0,1,1,0,4,2,1,1,1,0,1,0,0,0,0,1
"1632","Cupredoxin","UU","AT4G33930","AT4G33930","AT4G33930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1633","SSF53474","DD","AT1G73290","AT1G73290","AT1G73290",NA,"pos",2,1,4,0,0,2,5,0,1,0,0,6,1,0,2,1,2,0,1,1,0,0,1
"1634","Major facilitator superfamily, general substrate transporter","DD","AT3G45680","AT3G45680","AT3G45680",NA,"pos",2,0,4,0,1,0,2,0,3,1,0,4,0,1,3,2,1,1,0,0,1,0,0
"1635","SSF53335","UU","AT5G04380","AT5G04380","AT5G04380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1636","DNA-binding WRKY","DD","AT5G01900","AT5G01900","AT5G01900","WRKY","pos",1,0,2,0,1,2,2,1,5,1,1,2,1,1,1,1,1,0,1,1,0,1,1
"1637","Homeodomain-like","UU","AT2G18550","AT2G18550","AT2G18550","HD-ZIP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1638","NO_DESCRIPTION","DD","AT3G52710","AT3G52710","AT3G52710",NA,"pos",3,1,3,1,0,2,2,0,1,1,0,4,1,1,2,1,0,0,1,1,0,0,1
"1639","NO_DESCRIPTION","DD","AT3G52700","AT3G52700","AT3G52700",NA,"pos",0,0,4,2,1,2,4,1,4,1,0,2,1,0,1,2,1,0,1,0,1,1,0
"1640","NO_DESCRIPTION","DD","AT3G27250","AT3G27250","AT3G27250",NA,"pos",4,1,2,1,0,1,5,0,4,0,1,4,0,1,2,0,1,1,0,0,0,1,0
"1641","TRAM/LAG1/CLN8 homology domain","DD","AT3G27270","AT3G27270","AT3G27270",NA,"pos",1,1,2,1,0,1,4,0,0,1,1,3,2,2,4,2,2,1,1,0,1,1,0
"1642","F-box domain, Skp2-like;SSF52047","DD","AT4G14103","AT4G14103","AT4G14103",NA,"pos",1,1,4,0,1,1,1,0,1,1,0,5,0,1,2,0,1,1,0,0,0,0,1
"1643","Heat shock protein DnaJ, N-terminal;HSP40/DnaJ peptide-binding;HSP40/DnaJ peptide-binding","UU","AT1G59725","AT1G59725","AT1G59725",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1644","NO_DESCRIPTION","DD","AT4G28930","AT4G28930","AT4G28930",NA,"pos",2,2,0,2,1,2,5,1,1,1,1,2,1,1,2,1,2,1,1,0,1,1,1
"1645","NO_DESCRIPTION","DD","AT4G32860","AT4G32860","AT4G32860",NA,"pos",0,1,3,1,1,2,4,0,1,1,0,4,0,1,3,0,0,1,0,1,1,0,0
"1646","F-box associated interaction domain","UU","AT1G49790","AT1G49790","AT1G49790",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1647","SSF51197","DD","AT1G80340","AT1G80340","AT1G80340",NA,"pos",1,0,5,1,0,2,1,0,2,1,1,5,1,1,5,1,0,2,1,1,0,0,1
"1648","Rhamnogalacturonate lyase;NOVEL00037;Carbohydrate-binding-like fold;Galactose-binding domain-like","DD","AT1G09880","AT1G09880","AT1G09880",NA,"pos",1,1,3,2,1,1,3,1,3,1,1,3,1,1,2,0,0,1,1,1,1,0,0
"1649","Protein of unknown function DUF250","DD","AT5G55950","AT5G55950","AT5G55950",NA,"pos",1,1,3,1,1,0,3,1,3,1,2,3,2,1,2,0,2,2,1,0,0,0,0
"1650","SSF52540","DD","AT5G43690","AT5G43690","AT5G43690",NA,"pos",0,1,6,1,1,1,3,1,1,1,0,5,0,0,1,2,2,1,0,1,1,0,1
"1651","Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat","DD","AT4G08210","AT4G08210","AT4G08210",NA,"pos",1,0,4,0,1,0,3,1,2,0,0,3,1,0,3,1,1,1,1,0,0,0,1
"1652","NOVEL00141;Curculin-like (mannose-binding) lectin;S-locus glycoprotein;Apple-like;S-locus, receptor kinase;Protein kinase-like domain;S-locus receptor kinase, C-terminal","DD","AT1G65790","AT1G65790","AT1G65790",NA,"pos",0,2,6,2,0,0,2,0,3,1,1,6,1,0,0,0,1,1,1,1,1,0,0
"1653","Protein of unknown function DUF3741","DD","AT5G02390","AT5G02390","AT5G02390",NA,"pos",2,1,4,1,0,1,4,1,3,1,1,7,2,1,2,1,3,0,1,1,1,1,0
"1654","NO_DESCRIPTION","UU","AT5G38750","AT5G38750","AT5G38750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1655","NO_DESCRIPTION","DD","AT1G11112","AT1G11112","AT1G11112",NA,"pos",3,1,3,2,1,1,0,0,2,0,1,4,0,2,2,1,0,2,1,1,0,0,1
"1656","NO_DESCRIPTION","DD","AT3G12970","AT3G12970","AT3G12970",NA,"pos",0,1,2,0,0,2,3,1,1,1,0,2,1,1,1,1,1,1,0,1,0,0,1
"1657","SSF52540","UU","AT1G28550","AT1G28550","AT1G28550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1658","NO_DESCRIPTION","UU","ATMG00140","ATMG00140","ATMG00140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1659","NO_DESCRIPTION","UU","AT4G03940","AT4G03940","AT4G03940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1660","Pectinesterase inhibitor;Pectin lyase fold/virulence factor","UU","AT4G03930","AT4G03930","AT4G03930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1661","Calreticulin/calnexin","UU","AT1G09210","AT1G09210","AT1G09210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1662","SSF48452","DD","AT2G15980","AT2G15980","AT2G15980",NA,"pos",2,1,3,2,1,0,0,1,2,1,1,3,0,0,5,1,1,0,0,0,1,1,1
"1663","Lipase, GDSL","UU","AT5G55050","AT5G55050","AT5G55050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1664","Thaumatin, pathogenesis-related","DD","AT4G24180","AT4G24180","AT4G24180",NA,"pos",2,0,3,1,1,0,1,1,4,1,2,4,0,0,2,1,2,1,0,1,1,0,0
"1665","NOVEL00052;PF01694","DD","AT1G12750","AT1G12750","AT1G12750",NA,"pos",0,1,1,1,1,1,3,0,0,1,0,1,0,0,4,1,2,1,0,1,1,1,0
"1666","ATPase, F0 complex, subunit A","UU","ATMG01170","ATMG01170","ATMG01170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1667","SSF53474","UU","AT4G16820","AT4G16820","AT4G16820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1668","NO_DESCRIPTION","UU","AT1G05330","AT1G05330","AT1G05330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1669","Protein of unknown function DUF688","DD","AT4G18630","AT4G18630","AT4G18630",NA,"pos",0,1,6,1,1,1,3,1,0,1,0,3,0,0,4,0,1,0,0,1,1,1,0
"1670","Tify","UU","AT2G34600","AT2G34600","AT2G34600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1671","FAD-binding, type 2;FAD-linked oxidase-like, C-terminal","UU","AT3G63440","AT3G63440","AT3G63440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1672","PAK-box/P21-Rho-binding","UU","AT2G33460","AT2G33460","AT2G33460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1673","Barwin-related endoglucanase;Pollen allergen/expansin, C-terminal","DD","AT1G20190","AT1G20190","AT1G20190",NA,"pos",3,0,3,1,1,1,4,1,0,1,1,4,1,1,6,2,2,0,0,0,1,0,1
"1674","NOVEL00235;Protein of unknown function DUF26;Protein of unknown function DUF26;Protein kinase-like domain","DD","AT4G23140","AT4G23140","AT4G23140",NA,"pos",0,1,2,2,0,1,1,1,1,1,0,5,1,0,2,1,1,1,1,1,1,0,1
"1675","NO_DESCRIPTION","UU","AT5G03930","AT5G03930","AT5G03930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1676","ATPase, AAA+ type, core;NOVEL00188;ABC-2 type transporter;NOVEL00189","DD","AT5G13580","AT5G13580","AT5G13580",NA,"pos",1,1,3,1,1,1,1,0,0,1,0,0,0,1,3,1,1,2,0,1,1,0,0
"1677","Auxin responsive SAUR protein","UU","AT5G18010","AT5G18010","AT5G18010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1678","NO_DESCRIPTION","DD","AT4G18500","AT4G18500","AT4G18500",NA,"pos",1,1,3,1,1,2,3,1,0,1,1,4,1,1,0,2,0,0,1,1,1,1,0
"1679","RNA recognition domain, plant","DD","AT1G79120","AT1G79120","AT1G79120",NA,"pos",1,1,5,0,1,2,4,0,0,1,0,3,1,0,1,2,1,0,0,1,1,1,1
"1680","RPM1-interacting protein 4, defence response","UU","AT5G40645","AT5G40645","AT5G40645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1681","Small GTP-binding protein","UU","AT4G17160","AT4G17160","AT4G17160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1682","Auxin responsive SAUR protein","DD","AT2G21200","AT2G21200","AT2G21200",NA,"pos",2,2,1,1,1,0,3,0,1,1,0,2,0,0,2,1,2,2,0,0,0,1,0
"1683","Protein kinase-like domain","DD","AT5G07620","AT5G07620","AT5G07620",NA,"pos",1,1,1,0,1,2,2,1,1,1,2,5,2,1,3,1,1,0,0,1,1,1,0
"1684","ATPase, F1 complex, alpha subunit","UU","AT2G07698","AT2G07698","AT2G07698",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1685","Plant disease resistance response protein","DD","AT2G21100","AT2G21100","AT2G21100",NA,"pos",3,1,4,1,1,0,5,0,3,1,0,5,2,1,3,1,1,0,1,1,1,0,1
"1686","SSF52058;SSF52058","DD","AT5G25910","AT5G25910","AT5G25910",NA,"pos",1,0,4,0,0,0,1,1,0,1,1,0,0,0,2,2,0,1,0,0,0,1,0
"1687","Protein of unknown function DUF623","DD","AT1G05420","AT1G05420","AT1G05420",NA,"pos",3,1,5,1,1,3,6,1,3,1,0,5,1,0,3,3,1,1,1,1,0,0,1
"1688","Cupin, RmlC-type","DD","AT1G72610","AT1G72610","AT1G72610",NA,"pos",2,1,4,1,0,0,2,0,1,1,0,2,0,2,2,1,3,1,1,0,1,1,1
"1689","SSF55785;F-box domain, Skp2-like;Galactose oxidase/kelch, beta-propeller","DD","AT1G68050","AT1G68050","AT1G68050",NA,"pos",2,1,5,1,0,2,3,1,4,1,0,4,1,1,4,0,2,1,0,0,1,1,0
"1690","Ubiquitin supergroup","DD","AT1G77870","AT1G77870","AT1G77870",NA,"pos",1,1,2,1,0,1,5,0,1,0,0,1,1,1,2,1,1,0,1,1,0,0,0
"1691","DOMON related","DD","AT3G07390","AT3G07390","AT3G07390",NA,"pos",4,0,3,1,0,1,4,0,0,1,1,6,0,2,3,1,1,2,0,1,0,1,0
"1692","Oxoglutarate/iron-dependent oxygenase","UU","AT5G43660","AT5G43660","AT5G43660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1693","Powdery mildew resistance protein,  RPW8 domain","UU","AT3G50480","AT3G50480","AT3G50480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1694","SSF52540","UU","AT3G03060","AT3G03060","AT3G03060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1695","NO_DESCRIPTION","DD","AT1G72600","AT1G72600","AT1G72600",NA,"pos",3,1,2,0,1,2,5,1,2,0,0,5,2,1,1,1,2,1,0,1,1,1,1
"1696","NOVEL00019;SSF52058;Protein kinase-like domain","UU","AT1G05700","AT1G05700","AT1G05700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1697","PS51257;SSF52058;SSF52058;G3DSA:3.80.10.10","DD","AT3G25010","AT3G25010","AT3G25010",NA,"pos",1,1,4,1,1,0,2,1,3,1,0,3,1,1,3,2,3,2,1,1,1,1,0
"1698","NO_DESCRIPTION","DD","AT3G44713","AT3G44713","AT3G44713",NA,"pos",1,1,3,2,1,3,1,1,2,0,0,5,1,1,3,2,3,2,0,1,0,1,0
"1699","Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat","DD","AT1G11710","AT1G11710","AT1G11710",NA,"pos",2,0,3,0,1,1,2,0,4,0,0,3,1,0,3,0,2,2,1,1,0,1,0
"1700","NO_DESCRIPTION","UU","AT5G46417","AT5G46417","AT5G46417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1701","Thioredoxin-like fold","UU","AT4G15670","AT4G15670","AT4G15670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1702","Allene oxide cyclase","UU","AT3G25780","AT3G25780","AT3G25780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1703","SSF53335","DD","AT5G37990","AT5G37990","AT5G37990",NA,"pos",1,2,6,0,1,2,4,0,0,0,1,5,1,1,4,1,1,0,0,1,1,0,0
"1704","NO_DESCRIPTION","UU","AT2G28440","AT2G28440","AT2G28440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1705","NO_DESCRIPTION","DD","AT1G15900","AT1G15900","AT1G15900",NA,"pos",2,0,1,1,0,0,1,0,2,0,0,3,0,0,2,1,0,1,0,0,0,0,1
"1706","Late embryogenesis abundant protein, group 2","DD","AT3G20600","AT3G20600","AT3G20600",NA,"pos",1,1,3,0,0,3,2,0,0,0,0,2,1,1,5,1,1,0,0,0,0,1,0
"1707","NO_DESCRIPTION","DD","AT5G51850","AT5G51850","AT5G51850",NA,"pos",2,0,1,1,1,1,3,1,3,1,0,1,1,1,3,1,1,2,1,0,1,1,0
"1708","NO_DESCRIPTION","DD","AT1G10110","AT1G10110","AT1G10110",NA,"pos",1,0,3,1,0,2,3,0,0,0,1,1,1,0,2,1,1,1,0,1,1,1,0
"1709","NOVEL00024;SSF52058;Protein kinase-like domain","DD","AT2G28960","AT2G28960","AT2G28960",NA,"pos",1,1,3,1,1,2,4,1,0,1,0,7,1,1,2,0,1,0,1,1,0,1,1
"1710","Oligopeptide transporter OPT superfamily;Oligopeptide transporter OPT superfamily","UU","AT1G09930","AT1G09930","AT1G09930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1711","SSF53756","DD","AT3G53150","AT3G53150","AT3G53150",NA,"pos",2,2,6,1,1,1,3,1,2,1,1,2,0,1,1,2,0,2,0,1,0,0,0
"1712","SSF57850","UU","AT2G38195","AT2G38195","AT2G38195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1713","NO_DESCRIPTION","DD","AT1G10990","AT1G10990","AT1G10990",NA,"pos",0,0,3,1,0,1,4,1,0,1,1,1,1,1,4,2,1,2,0,0,0,0,1
"1714","Uncharacterised protein family UPF0041","UU","AT4G14695","AT4G14695","AT4G14695",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1715","No apical meristem (NAM) protein","UU","AT3G15500","AT3G15500","AT3G15500","NAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1716","NO_DESCRIPTION","UU","AT4G25433","AT4G25433","AT4G25433",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1717","WD40/YVTN repeat-like-containing domain;Endonuclease/exonuclease/phosphatase;NOVEL00017","UU","AT2G43900","AT2G43900","AT2G43900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1718","NO_DESCRIPTION","DD","AT3G49845","AT3G49845","AT3G49845",NA,"pos",1,1,5,0,0,0,3,1,1,1,2,3,0,0,1,2,2,0,0,0,1,1,0
"1719","BTB/POZ fold","DD","AT2G05330","AT2G05330","AT2G05330",NA,"pos",1,1,5,1,1,1,6,1,3,1,1,6,2,1,2,1,1,0,1,0,0,0,1
